t,L,S,E,I_S,I_A,H,R,D,V,J,u_L,u_V,lockdownFlux,Doses
271.56,0.000191703,0.533255,0.00578456,4.44E-04,0.00540446,1.64E-04,0.294405,0.00257977,0.157794,0.0193048,7.55E-08,0.00187972,7.67E-01,6.24E+02
271.742,0.000191669,0.533296,0.00580279,4.45E-04,0.00542113,1.65E-04,0.294292,0.0025803,0.157828,0.0193089,7.55E-08,0.00187615,7.67E-01,6.23E+02
271.925,0.000191636,0.533337,0.00582108,4.47E-04,0.00543786,1.65E-04,0.294181,0.00258082,0.157862,0.0193129,7.55E-08,0.00187257,7.67E-01,6.23E+02
272.107,0.000191603,0.533377,0.00583945,4.48E-04,0.00545465,1.66E-04,0.29407,0.00258134,0.157894,0.0193169,7.55E-08,0.00186897,7.66E-01,6.23E+02
272.29,0.00019157,0.533417,0.00585788,4.49E-04,0.00547152,1.66E-04,0.293959,0.00258187,0.157927,0.019321,7.55E-08,0.00186537,7.66E-01,6.22E+02
272.472,0.000191537,0.533457,0.00587638,4.51E-04,0.00548844,1.67E-04,0.29385,0.0025824,0.157959,0.019325,7.55E-08,0.00186176,7.66E-01,6.22E+02
272.655,0.000191504,0.533497,0.00589494,4.52E-04,0.00550543,1.67E-04,0.293741,0.00258293,0.15799,0.0193291,7.55E-08,0.00185813,7.66E-01,6.22E+02
272.837,0.000191471,0.533536,0.00591358,4.54E-04,0.00552248,1.68E-04,0.293633,0.00258346,0.158021,0.0193332,7.55E-08,0.0018545,7.66E-01,6.22E+02
273.02,0.000191438,0.533575,0.00593228,4.55E-04,0.0055396,1.68E-04,0.293525,0.00258399,0.158051,0.0193373,7.55E-08,0.00185086,7.66E-01,6.21E+02
273.202,0.000191406,0.533614,0.00595105,4.56E-04,0.00555678,1.69E-04,0.293419,0.00258453,0.158081,0.0193414,7.55E-08,0.00184721,7.66E-01,6.21E+02
273.385,0.000191373,0.533652,0.00596988,4.58E-04,0.00557403,1.69E-04,0.293313,0.00258506,0.15811,0.0193455,7.55E-08,0.00184355,7.65E-01,6.21E+02
273.567,0.00019134,0.53369,0.00598879,4.59E-04,0.00559134,1.70E-04,0.293207,0.0025856,0.158138,0.0193497,7.56E-08,0.00183987,7.65E-01,6.20E+02
273.75,0.000191308,0.533728,0.00600776,4.61E-04,0.00560872,1.70E-04,0.293103,0.00258614,0.158167,0.0193538,7.56E-08,0.00183619,7.65E-01,6.20E+02
273.932,0.000191275,0.533765,0.0060268,4.62E-04,0.00562616,1.71E-04,0.292999,0.00258668,0.158194,0.019358,7.56E-08,0.0018325,7.65E-01,6.20E+02
274.115,0.000191243,0.533802,0.00604591,4.64E-04,0.00564367,1.71E-04,0.292896,0.00258723,0.158221,0.0193621,7.56E-08,0.0018288,7.65E-01,6.19E+02
274.297,0.00019121,0.533839,0.00606509,4.65E-04,0.00566125,1.72E-04,0.292793,0.00258777,0.158248,0.0193663,7.56E-08,0.00182509,7.65E-01,6.19E+02
274.48,0.000191178,0.533875,0.00608434,4.67E-04,0.00567888,1.72E-04,0.292691,0.00258832,0.158274,0.0193705,7.56E-08,0.00182137,7.65E-01,6.19E+02
274.662,0.000191146,0.533911,0.00610366,4.68E-04,0.00569659,1.73E-04,0.29259,0.00258887,0.158299,0.0193747,7.56E-08,0.00181764,7.65E-01,6.18E+02
274.845,0.000191113,0.533947,0.00612304,4.70E-04,0.00571436,1.73E-04,0.29249,0.00258942,0.158324,0.0193789,7.57E-08,0.0018139,7.64E-01,6.18E+02
275.027,0.000191081,0.533982,0.0061425,4.71E-04,0.0057322,1.74E-04,0.292391,0.00258997,0.158349,0.0193831,7.57E-08,0.00181015,7.64E-01,6.18E+02
275.21,0.000191049,0.534018,0.00616202,4.72E-04,0.0057501,1.75E-04,0.292292,0.00259052,0.158372,0.0193874,7.57E-08,0.00180639,7.64E-01,6.17E+02
275.392,0.000191017,0.534052,0.00618161,4.74E-04,0.00576808,1.75E-04,0.292194,0.00259108,0.158396,0.0193916,7.57E-08,0.00180262,7.64E-01,6.17E+02
275.575,0.000190985,0.534087,0.00620128,4.75E-04,0.00578611,1.76E-04,0.292096,0.00259163,0.158418,0.0193959,7.57E-08,0.00179884,7.64E-01,6.17E+02
275.757,0.000190952,0.534121,0.00622101,4.77E-04,0.00580422,1.76E-04,0.291999,0.00259219,0.158441,0.0194002,7.58E-08,0.00179505,7.64E-01,6.16E+02
275.94,0.00019092,0.534154,0.00624081,4.78E-04,0.00582239,1.77E-04,0.291903,0.00259275,0.158462,0.0194045,7.58E-08,0.00179125,7.64E-01,6.16E+02
276.122,0.000190888,0.534188,0.00626068,4.80E-04,0.00584063,1.77E-04,0.291808,0.00259331,0.158483,0.0194088,7.58E-08,0.00178744,7.64E-01,6.16E+02
276.305,0.000190857,0.534221,0.00628063,4.82E-04,0.00585893,1.78E-04,0.291714,0.00259388,0.158504,0.0194131,7.59E-08,0.00178363,7.63E-01,6.15E+02
276.487,0.000190825,0.534254,0.00630064,4.83E-04,0.00587731,1.78E-04,0.29162,0.00259444,0.158524,0.0194174,7.59E-08,0.0017798,7.63E-01,6.15E+02
276.67,0.000190793,0.534286,0.00632072,4.85E-04,0.00589575,1.79E-04,0.291527,0.00259501,0.158544,0.0194217,7.59E-08,0.00177596,7.63E-01,6.14E+02
276.852,0.000190761,0.534318,0.00634087,4.86E-04,0.00591425,1.80E-04,0.291435,0.00259558,0.158562,0.0194261,7.59E-08,0.00177211,7.63E-01,6.14E+02
277.035,0.000190729,0.53435,0.0063611,4.88E-04,0.00593283,1.80E-04,0.291343,0.00259615,0.158581,0.0194305,7.60E-08,0.00176826,7.63E-01,6.14E+02
277.217,0.000190697,0.534381,0.00638139,4.89E-04,0.00595148,1.81E-04,0.291252,0.00259672,0.158599,0.0194348,7.60E-08,0.00176439,7.63E-01,6.13E+02
277.4,0.000190666,0.534412,0.00640176,4.91E-04,0.00597019,1.81E-04,0.291162,0.0025973,0.158616,0.0194392,7.60E-08,0.00176051,7.63E-01,6.13E+02
277.582,0.000190634,0.534443,0.00642219,4.92E-04,0.00598897,1.82E-04,0.291073,0.00259788,0.158633,0.0194436,7.61E-08,0.00175663,7.63E-01,6.13E+02
277.765,0.000190602,0.534474,0.0064427,4.94E-04,0.00600782,1.82E-04,0.290984,0.00259845,0.158649,0.019448,7.61E-08,0.00175273,7.62E-01,6.12E+02
277.947,0.000190571,0.534504,0.00646328,4.95E-04,0.00602673,1.83E-04,0.290897,0.00259903,0.158665,0.0194525,7.62E-08,0.00174883,7.62E-01,6.12E+02
278.13,0.000190539,0.534533,0.00648393,4.97E-04,0.00604572,1.84E-04,0.290809,0.00259962,0.15868,0.0194569,7.62E-08,0.00174491,7.62E-01,6.12E+02
278.312,0.000190508,0.534563,0.00650465,4.99E-04,0.00606478,1.84E-04,0.290723,0.0026002,0.158694,0.0194614,7.62E-08,0.00174099,7.62E-01,6.11E+02
278.495,0.000190476,0.534592,0.00652544,5.00E-04,0.0060839,1.85E-04,0.290638,0.00260079,0.158708,0.0194658,7.63E-08,0.00173706,7.62E-01,6.11E+02
278.677,0.000190444,0.53462,0.0065463,5.02E-04,0.00610309,1.85E-04,0.290553,0.00260137,0.158721,0.0194703,7.63E-08,0.00173311,7.62E-01,6.11E+02
278.86,0.000190413,0.534649,0.00656724,5.03E-04,0.00612236,1.86E-04,0.290469,0.00260196,0.158734,0.0194748,7.64E-08,0.00172916,7.62E-01,6.10E+02
279.042,0.000190382,0.534677,0.00658824,5.05E-04,0.00614169,1.86E-04,0.290385,0.00260255,0.158747,0.0194793,7.64E-08,0.0017252,7.62E-01,6.10E+02
279.225,0.00019035,0.534704,0.00660932,5.07E-04,0.00616109,1.87E-04,0.290303,0.00260315,0.158758,0.0194838,7.65E-08,0.00172123,7.61E-01,6.10E+02
279.407,0.000190319,0.534731,0.00663047,5.08E-04,0.00618056,1.88E-04,0.290221,0.00260374,0.158769,0.0194884,7.65E-08,0.00171724,7.61E-01,6.09E+02
279.59,0.000190287,0.534758,0.0066517,5.10E-04,0.0062001,1.88E-04,0.29014,0.00260434,0.15878,0.0194929,7.66E-08,0.00171325,7.61E-01,6.09E+02
279.772,0.000190256,0.534785,0.00667299,5.11E-04,0.00621971,1.89E-04,0.29006,0.00260494,0.15879,0.0194975,7.66E-08,0.00170925,7.61E-01,6.09E+02
279.955,0.000190225,0.534811,0.00669436,5.13E-04,0.00623939,1.89E-04,0.28998,0.00260554,0.158799,0.019502,7.67E-08,0.00170524,7.61E-01,6.08E+02
280.137,0.000190193,0.534837,0.0067158,5.15E-04,0.00625914,1.90E-04,0.289901,0.00260614,0.158808,0.0195066,7.67E-08,0.00170122,7.61E-01,6.08E+02
280.32,0.000190162,0.534863,0.00673731,5.16E-04,0.00627896,1.91E-04,0.289823,0.00260674,0.158817,0.0195112,7.68E-08,0.00169719,7.61E-01,6.08E+02
280.502,0.000190131,0.534888,0.00675889,5.18E-04,0.00629885,1.91E-04,0.289746,0.00260735,0.158824,0.0195158,7.68E-08,0.00169315,7.61E-01,6.07E+02
280.685,0.000190099,0.534913,0.00678055,5.20E-04,0.00631882,1.92E-04,0.28967,0.00260796,0.158832,0.0195205,7.69E-08,0.00168911,7.60E-01,6.07E+02
280.867,0.000190068,0.534937,0.00680228,5.21E-04,0.00633885,1.92E-04,0.289594,0.00260857,0.158838,0.0195251,7.70E-08,0.00168505,7.60E-01,6.07E+02
281.05,0.000190037,0.534961,0.00682408,5.23E-04,0.00635895,1.93E-04,0.289519,0.00260918,0.158844,0.0195298,7.70E-08,0.00168098,7.60E-01,6.06E+02
281.232,0.000190006,0.534985,0.00684596,5.25E-04,0.00637913,1.94E-04,0.289445,0.0026098,0.15885,0.0195344,7.71E-08,0.00167691,7.60E-01,6.06E+02
281.415,0.000189975,0.535008,0.0068679,5.26E-04,0.00639937,1.94E-04,0.289372,0.00261041,0.158855,0.0195391,7.72E-08,0.00167282,7.60E-01,6.06E+02
281.597,0.000189943,0.535031,0.00688993,5.28E-04,0.00641969,1.95E-04,0.289299,0.00261103,0.158859,0.0195438,7.72E-08,0.00166873,7.60E-01,6.05E+02
281.78,0.000189912,0.535054,0.00691202,5.30E-04,0.00644007,1.96E-04,0.289228,0.00261165,0.158863,0.0195485,7.73E-08,0.00166462,7.60E-01,6.05E+02
281.962,0.000189881,0.535076,0.00693419,5.31E-04,0.00646053,1.96E-04,0.289157,0.00261227,0.158866,0.0195532,7.74E-08,0.00166051,7.60E-01,6.05E+02
282.145,0.00018985,0.535098,0.00695643,5.33E-04,0.00648106,1.97E-04,0.289086,0.0026129,0.158868,0.019558,7.74E-08,0.00165639,7.59E-01,6.04E+02
282.327,0.000189819,0.53512,0.00697874,5.35E-04,0.00650167,1.97E-04,0.289017,0.00261352,0.15887,0.0195627,7.75E-08,0.00165225,7.59E-01,6.04E+02
282.51,0.000189788,0.535141,0.00700113,5.36E-04,0.00652234,1.98E-04,0.288948,0.00261415,0.158872,0.0195675,7.76E-08,0.00164811,7.59E-01,6.03E+02
282.692,0.000189756,0.535162,0.00702359,5.38E-04,0.00654309,1.99E-04,0.28888,0.00261478,0.158873,0.0195723,7.77E-08,0.00164396,7.59E-01,6.03E+02
282.875,0.000189725,0.535182,0.00704613,5.40E-04,0.0065639,1.99E-04,0.288813,0.00261541,0.158873,0.0195771,7.77E-08,0.0016398,7.59E-01,6.03E+02
283.057,0.000189694,0.535202,0.00706873,5.42E-04,0.00658479,2.00E-04,0.288747,0.00261605,0.158873,0.0195819,7.78E-08,0.00163563,7.59E-01,6.02E+02
283.24,0.000189663,0.535222,0.00709141,5.43E-04,0.00660576,2.01E-04,0.288682,0.00261668,0.158872,0.0195867,7.79E-08,0.00163145,7.59E-01,6.02E+02
283.422,0.000189632,0.535242,0.00711417,5.45E-04,0.00662679,2.01E-04,0.288617,0.00261732,0.15887,0.0195915,7.80E-08,0.00162726,7.59E-01,6.02E+02
283.605,0.000189601,0.535261,0.007137,5.47E-04,0.0066479,2.02E-04,0.288553,0.00261796,0.158868,0.0195964,7.80E-08,0.00162307,7.58E-01,6.01E+02
283.787,0.00018957,0.535279,0.0071599,5.49E-04,0.00666908,2.02E-04,0.28849,0.0026186,0.158866,0.0196012,7.81E-08,0.00161886,7.58E-01,6.01E+02
283.97,0.000189539,0.535297,0.00718288,5.50E-04,0.00669033,2.03E-04,0.288428,0.00261925,0.158862,0.0196061,7.82E-08,0.00161465,7.58E-01,6.01E+02
284.152,0.000189508,0.535315,0.00720593,5.52E-04,0.00671165,2.04E-04,0.288366,0.00261989,0.158859,0.019611,7.83E-08,0.00161042,7.58E-01,6.00E+02
284.335,0.000189477,0.535333,0.00722906,5.54E-04,0.00673305,2.04E-04,0.288306,0.00262054,0.158854,0.0196159,7.84E-08,0.00160619,7.58E-01,6.00E+02
284.517,0.000189445,0.53535,0.00725226,5.56E-04,0.00675452,2.05E-04,0.288246,0.00262119,0.158849,0.0196209,7.85E-08,0.00160195,7.58E-01,6.00E+02
284.7,0.000189414,0.535367,0.00727553,5.57E-04,0.00677606,2.06E-04,0.288187,0.00262184,0.158844,0.0196258,7.86E-08,0.00159769,7.58E-01,5.99E+02
284.882,0.000189383,0.535383,0.00729888,5.59E-04,0.00679768,2.06E-04,0.288129,0.0026225,0.158837,0.0196307,7.87E-08,0.00159343,7.58E-01,5.99E+02
285.065,0.000189352,0.535399,0.0073223,5.61E-04,0.00681937,2.07E-04,0.288071,0.00262315,0.158831,0.0196357,7.88E-08,0.00158916,7.57E-01,5.99E+02
285.247,0.000189321,0.535415,0.0073458,5.63E-04,0.00684113,2.08E-04,0.288015,0.00262381,0.158823,0.0196407,7.88E-08,0.00158489,7.57E-01,5.98E+02
285.43,0.00018929,0.53543,0.00736937,5.65E-04,0.00686297,2.08E-04,0.287959,0.00262447,0.158815,0.0196457,7.89E-08,0.0015806,7.57E-01,5.98E+02
285.612,0.000189259,0.535445,0.00739301,5.66E-04,0.00688488,2.09E-04,0.287904,0.00262514,0.158807,0.0196507,7.90E-08,0.0015763,7.57E-01,5.97E+02
285.795,0.000189228,0.535459,0.00741673,5.68E-04,0.00690686,2.10E-04,0.28785,0.0026258,0.158798,0.0196557,7.91E-08,0.001572,7.57E-01,5.97E+02
285.977,0.000189197,0.535474,0.00744053,5.70E-04,0.00692892,2.10E-04,0.287797,0.00262647,0.158788,0.0196608,7.92E-08,0.00156768,7.57E-01,5.97E+02
286.16,0.000189166,0.535487,0.0074644,5.72E-04,0.00695105,2.11E-04,0.287744,0.00262714,0.158777,0.0196658,7.93E-08,0.00156336,7.57E-01,5.96E+02
286.342,0.000189135,0.535501,0.00748834,5.74E-04,0.00697326,2.12E-04,0.287692,0.00262781,0.158766,0.0196709,7.94E-08,0.00155903,7.57E-01,5.96E+02
286.525,0.000189104,0.535514,0.00751236,5.75E-04,0.00699554,2.12E-04,0.287642,0.00262848,0.158755,0.019676,7.96E-08,0.00155468,7.56E-01,5.96E+02
286.707,0.000189072,0.535526,0.00753645,5.77E-04,0.00701789,2.13E-04,0.287591,0.00262916,0.158743,0.0196811,7.97E-08,0.00155033,7.56E-01,5.95E+02
286.89,0.000189041,0.535538,0.00756062,5.79E-04,0.00704032,2.14E-04,0.287542,0.00262984,0.15873,0.0196862,7.98E-08,0.00154598,7.56E-01,5.95E+02
287.072,0.00018901,0.53555,0.00758486,5.81E-04,0.00706282,2.14E-04,0.287494,0.00263052,0.158717,0.0196914,7.99E-08,0.00154161,7.56E-01,5.95E+02
287.255,0.000188979,0.535561,0.00760918,5.83E-04,0.00708539,2.15E-04,0.287446,0.0026312,0.158703,0.0196965,8.00E-08,0.00153723,7.56E-01,5.94E+02
287.437,0.000188948,0.535573,0.00763357,5.85E-04,0.00710804,2.16E-04,0.2874,0.00263188,0.158688,0.0197017,8.01E-08,0.00153285,7.56E-01,5.94E+02
287.62,0.000188917,0.535583,0.00765803,5.87E-04,0.00713077,2.17E-04,0.287354,0.00263257,0.158673,0.0197069,8.02E-08,0.00152845,7.56E-01,5.94E+02
287.802,0.000188885,0.535593,0.00768258,5.89E-04,0.00715357,2.17E-04,0.287309,0.00263326,0.158657,0.0197121,8.03E-08,0.00152405,7.56E-01,5.93E+02
287.985,0.000188854,0.535603,0.00770719,5.90E-04,0.00717644,2.18E-04,0.287265,0.00263395,0.158641,0.0197173,8.05E-08,0.00151964,7.55E-01,5.93E+02
288.167,0.000188823,0.535613,0.00773188,5.92E-04,0.00719939,2.19E-04,0.287221,0.00263464,0.158624,0.0197225,8.06E-08,0.00151522,7.55E-01,5.92E+02
288.35,0.000188792,0.535622,0.00775665,5.94E-04,0.00722241,2.19E-04,0.287179,0.00263534,0.158606,0.0197278,8.07E-08,0.00151079,7.55E-01,5.92E+02
288.532,0.000188761,0.53563,0.00778149,5.96E-04,0.00724551,2.20E-04,0.287137,0.00263604,0.158588,0.019733,8.08E-08,0.00150636,7.55E-01,5.92E+02
288.715,0.000188729,0.535638,0.0078064,5.98E-04,0.00726868,2.21E-04,0.287096,0.00263674,0.158569,0.0197383,8.09E-08,0.00150191,7.55E-01,5.91E+02
288.897,0.000188698,0.535646,0.00783139,6.00E-04,0.00729193,2.21E-04,0.287056,0.00263744,0.15855,0.0197436,8.11E-08,0.00149746,7.55E-01,5.91E+02
289.08,0.000188667,0.535654,0.00785646,6.02E-04,0.00731525,2.22E-04,0.287017,0.00263814,0.15853,0.0197489,8.12E-08,0.00149299,7.55E-01,5.91E+02
289.262,0.000188636,0.535661,0.0078816,6.04E-04,0.00733865,2.23E-04,0.286979,0.00263885,0.158509,0.0197542,8.13E-08,0.00148852,7.55E-01,5.90E+02
289.445,0.000188604,0.535667,0.00790681,6.06E-04,0.00736212,2.24E-04,0.286942,0.00263956,0.158488,0.0197596,8.15E-08,0.00148404,7.54E-01,5.90E+02
289.627,0.000188573,0.535674,0.0079321,6.08E-04,0.00738567,2.24E-04,0.286905,0.00264027,0.158466,0.0197649,8.16E-08,0.00147956,7.54E-01,5.90E+02
289.81,0.000188542,0.535679,0.00795746,6.10E-04,0.00740929,2.25E-04,0.286869,0.00264098,0.158444,0.0197703,8.17E-08,0.00147506,7.54E-01,5.89E+02
289.992,0.00018851,0.535685,0.0079829,6.12E-04,0.00743299,2.26E-04,0.286835,0.0026417,0.158421,0.0197757,8.19E-08,0.00147056,7.54E-01,5.89E+02
290.175,0.000188479,0.53569,0.00800841,6.14E-04,0.00745676,2.26E-04,0.286801,0.00264242,0.158397,0.0197811,8.20E-08,0.00146604,7.54E-01,5.88E+02
290.357,0.000188447,0.535694,0.008034,6.15E-04,0.00748061,2.27E-04,0.286768,0.00264314,0.158373,0.0197865,8.21E-08,0.00146152,7.54E-01,5.88E+02
290.54,0.000188416,0.535699,0.00805967,6.17E-04,0.00750454,2.28E-04,0.286735,0.00264386,0.158348,0.0197919,8.23E-08,0.00145699,7.54E-01,5.88E+02
290.722,0.000188385,0.535702,0.0080854,6.19E-04,0.00752854,2.29E-04,0.286704,0.00264458,0.158322,0.0197974,8.24E-08,0.00145246,7.54E-01,5.87E+02
290.905,0.000188353,0.535706,0.00811122,6.21E-04,0.00755261,2.29E-04,0.286673,0.00264531,0.158296,0.0198029,8.26E-08,0.00144791,7.53E-01,5.87E+02
291.087,0.000188322,0.535709,0.0081371,6.23E-04,0.00757676,2.30E-04,0.286644,0.00264604,0.15827,0.0198084,8.27E-08,0.00144336,7.53E-01,5.87E+02
291.27,0.00018829,0.535711,0.00816306,6.25E-04,0.00760099,2.31E-04,0.286615,0.00264677,0.158242,0.0198139,8.29E-08,0.0014388,7.53E-01,5.86E+02
291.452,0.000188259,0.535713,0.0081891,6.27E-04,0.00762529,2.32E-04,0.286587,0.00264751,0.158214,0.0198194,8.30E-08,0.00143423,7.53E-01,5.86E+02
291.635,0.000188227,0.535715,0.00821521,6.29E-04,0.00764967,2.32E-04,0.28656,0.00264824,0.158186,0.0198249,8.32E-08,0.00142965,7.53E-01,5.86E+02
291.817,0.000188195,0.535716,0.0082414,6.31E-04,0.00767412,2.33E-04,0.286534,0.00264898,0.158156,0.0198305,8.33E-08,0.00142506,7.53E-01,5.85E+02
292,0.000188164,0.535717,0.00826765,6.33E-04,0.00769865,2.34E-04,0.286509,0.00264973,0.158127,0.0198361,8.35E-08,0.00142047,7.53E-01,5.85E+02
292.182,0.000188132,0.535718,0.00829399,6.35E-04,0.00772325,2.35E-04,0.286484,0.00265047,0.158096,0.0198416,8.36E-08,0.00141587,7.53E-01,5.84E+02
292.365,0.000188101,0.535718,0.0083204,6.37E-04,0.00774793,2.35E-04,0.286461,0.00265122,0.158065,0.0198472,8.38E-08,0.00141126,7.52E-01,5.84E+02
292.547,0.000188069,0.535717,0.00834688,6.40E-04,0.00777269,2.36E-04,0.286438,0.00265196,0.158033,0.0198529,8.39E-08,0.00140664,7.52E-01,5.84E+02
292.73,0.000188037,0.535716,0.00837344,6.42E-04,0.00779752,2.37E-04,0.286417,0.00265271,0.158001,0.0198585,8.41E-08,0.00140202,7.52E-01,5.83E+02
292.912,0.000188005,0.535715,0.00840007,6.44E-04,0.00782243,2.38E-04,0.286396,0.00265347,0.157968,0.0198642,8.43E-08,0.00139738,7.52E-01,5.83E+02
293.095,0.000187974,0.535714,0.00842677,6.46E-04,0.00784741,2.38E-04,0.286376,0.00265422,0.157934,0.0198698,8.44E-08,0.00139274,7.52E-01,5.83E+02
293.277,0.000187942,0.535711,0.00845355,6.48E-04,0.00787247,2.39E-04,0.286357,0.00265498,0.1579,0.0198755,8.46E-08,0.00138809,7.52E-01,5.82E+02
293.46,0.00018791,0.535709,0.00848041,6.50E-04,0.00789761,2.40E-04,0.286339,0.00265574,0.157865,0.0198812,8.48E-08,0.00138344,7.52E-01,5.82E+02
293.642,0.000187878,0.535706,0.00850733,6.52E-04,0.00792282,2.41E-04,0.286321,0.00265651,0.15783,0.019887,8.49E-08,0.00137878,7.52E-01,5.81E+02
293.825,0.000187846,0.535703,0.00853433,6.54E-04,0.0079481,2.41E-04,0.286305,0.00265727,0.157794,0.0198927,8.51E-08,0.0013741,7.51E-01,5.81E+02
294.007,0.000187814,0.535699,0.00856141,6.56E-04,0.00797347,2.42E-04,0.286289,0.00265804,0.157757,0.0198985,8.53E-08,0.00136943,7.51E-01,5.81E+02
294.19,0.000187782,0.535695,0.00858856,6.58E-04,0.0079989,2.43E-04,0.286275,0.00265881,0.15772,0.0199043,8.55E-08,0.00136474,7.51E-01,5.80E+02
294.372,0.00018775,0.53569,0.00861578,6.60E-04,0.00802442,2.44E-04,0.286261,0.00265958,0.157682,0.0199101,8.56E-08,0.00136005,7.51E-01,5.80E+02
294.555,0.000187718,0.535685,0.00864307,6.62E-04,0.00805001,2.44E-04,0.286248,0.00266036,0.157643,0.0199159,8.58E-08,0.00135534,7.51E-01,5.80E+02
294.737,0.000187686,0.535679,0.00867044,6.64E-04,0.00807567,2.45E-04,0.286236,0.00266114,0.157604,0.0199217,8.60E-08,0.00135064,7.51E-01,5.79E+02
294.92,0.000187654,0.535673,0.00869789,6.67E-04,0.00810141,2.46E-04,0.286225,0.00266192,0.157564,0.0199276,8.62E-08,0.00134592,7.51E-01,5.79E+02
295.102,0.000187622,0.535667,0.0087254,6.69E-04,0.00812723,2.47E-04,0.286215,0.0026627,0.157524,0.0199334,8.64E-08,0.0013412,7.50E-01,5.79E+02
295.285,0.00018759,0.53566,0.00875299,6.71E-04,0.00815312,2.48E-04,0.286206,0.00266348,0.157482,0.0199393,8.65E-08,0.00133647,7.50E-01,5.78E+02
295.467,0.000187558,0.535653,0.00878065,6.73E-04,0.00817909,2.48E-04,0.286198,0.00266427,0.157441,0.0199452,8.67E-08,0.00133173,7.50E-01,5.78E+02
295.65,0.000187526,0.535645,0.00880839,6.75E-04,0.00820514,2.49E-04,0.286191,0.00266506,0.157398,0.0199511,8.69E-08,0.00132699,7.50E-01,5.77E+02
295.832,0.000187493,0.535637,0.00883619,6.77E-04,0.00823126,2.50E-04,0.286184,0.00266585,0.157355,0.0199571,8.71E-08,0.00132223,7.50E-01,5.77E+02
296.015,0.000187461,0.535628,0.00886407,6.79E-04,0.00825745,2.51E-04,0.286179,0.00266665,0.157312,0.019963,8.73E-08,0.00131747,7.50E-01,5.77E+02
296.197,0.000187429,0.535619,0.00889203,6.82E-04,0.00828373,2.52E-04,0.286174,0.00266745,0.157267,0.019969,8.75E-08,0.00131271,7.50E-01,5.76E+02
296.38,0.000187396,0.53561,0.00892005,6.84E-04,0.00831007,2.52E-04,0.28617,0.00266825,0.157223,0.019975,8.77E-08,0.00130794,7.50E-01,5.76E+02
296.562,0.000187364,0.5356,0.00894815,6.86E-04,0.0083365,2.53E-04,0.286168,0.00266905,0.157177,0.019981,8.79E-08,0.00130316,7.49E-01,5.76E+02
296.745,0.000187331,0.535589,0.00897632,6.88E-04,0.00836299,2.54E-04,0.286166,0.00266986,0.157131,0.019987,8.81E-08,0.00129837,7.49E-01,5.75E+02
296.927,0.000187299,0.535578,0.00900456,6.90E-04,0.00838957,2.55E-04,0.286165,0.00267066,0.157084,0.0199931,8.83E-08,0.00129358,7.49E-01,5.75E+02
297.11,0.000187266,0.535567,0.00903288,6.92E-04,0.00841622,2.56E-04,0.286165,0.00267147,0.157037,0.0199992,8.85E-08,0.00128878,7.49E-01,5.74E+02
297.292,0.000187234,0.535555,0.00906126,6.95E-04,0.00844294,2.56E-04,0.286166,0.00267229,0.156988,0.0200052,8.87E-08,0.00128397,7.49E-01,5.74E+02
297.475,0.000187201,0.535543,0.00908972,6.97E-04,0.00846974,2.57E-04,0.286168,0.0026731,0.15694,0.0200114,8.89E-08,0.00127916,7.49E-01,5.74E+02
297.657,0.000187169,0.535531,0.00911825,6.99E-04,0.00849662,2.58E-04,0.286171,0.00267392,0.15689,0.0200175,8.91E-08,0.00127434,7.49E-01,5.73E+02
297.84,0.000187136,0.535517,0.00914685,7.01E-04,0.00852357,2.59E-04,0.286174,0.00267474,0.15684,0.0200236,8.93E-08,0.00126951,7.49E-01,5.73E+02
298.022,0.000187103,0.535504,0.00917552,7.03E-04,0.00855059,2.60E-04,0.286179,0.00267557,0.15679,0.0200298,8.95E-08,0.00126468,7.48E-01,5.73E+02
298.205,0.000187071,0.53549,0.00920426,7.06E-04,0.0085777,2.61E-04,0.286185,0.00267639,0.156739,0.020036,8.98E-08,0.00125984,7.48E-01,5.72E+02
298.387,0.000187038,0.535475,0.00923308,7.08E-04,0.00860487,2.61E-04,0.286191,0.00267722,0.156687,0.0200422,9.00E-08,0.00125499,7.48E-01,5.72E+02
298.57,0.000187005,0.53546,0.00926196,7.10E-04,0.00863212,2.62E-04,0.286199,0.00267805,0.156634,0.0200484,9.02E-08,0.00125014,7.48E-01,5.71E+02
298.752,0.000186972,0.535445,0.00929092,7.12E-04,0.00865945,2.63E-04,0.286207,0.00267889,0.156581,0.0200546,9.04E-08,0.00124528,7.48E-01,5.71E+02
298.935,0.000186939,0.535429,0.00931994,7.15E-04,0.00868685,2.64E-04,0.286216,0.00267972,0.156527,0.0200609,9.06E-08,0.00124042,7.48E-01,5.71E+02
299.117,0.000186906,0.535413,0.00934904,7.17E-04,0.00871433,2.65E-04,0.286227,0.00268056,0.156473,0.0200671,9.09E-08,0.00123555,7.48E-01,5.70E+02
299.3,0.000186873,0.535396,0.0093782,7.19E-04,0.00874188,2.66E-04,0.286238,0.00268141,0.156418,0.0200734,9.11E-08,0.00123067,7.47E-01,5.70E+02
299.482,0.00018684,0.535379,0.00940744,7.21E-04,0.0087695,2.66E-04,0.28625,0.00268225,0.156362,0.0200797,9.13E-08,0.00122579,7.47E-01,5.70E+02
299.665,0.000186807,0.535361,0.00943674,7.24E-04,0.0087972,2.67E-04,0.286263,0.0026831,0.156306,0.0200861,9.15E-08,0.0012209,7.47E-01,5.69E+02
