"t","L","S","E","I_S","I_A","H","R","D","V","J","u_L","u_V"
"305.14","0.000196232","0.575952","0.000246595","1.96E-05","0.000245452","7.41E-06","0.149745","0.00178585","0.271821","0.0151319","1.05E-05","0.000344597"
"305.322","0.000196224","0.576133","0.000246886","1.96E-05","0.000245702","7.41E-06","0.149601","0.00178587","0.271783","0.0151321","1.05E-05","0.000342786"
"305.505","0.000196216","0.576315","0.000247178","1.97E-05","0.000245953","7.42E-06","0.149457","0.00178589","0.271745","0.0151323","1.05E-05","0.000340977"
"305.687","0.000196207","0.576496","0.000247473","1.97E-05","0.000246205","7.43E-06","0.149313","0.00178592","0.271707","0.0151325","1.05E-05","0.000339171"
"305.87","0.000196199","0.576677","0.000247768","1.97E-05","0.000246459","7.44E-06","0.149169","0.00178594","0.271669","0.0151327","1.05E-05","0.000337368"
"306.052","0.000196191","0.576859","0.000248066","1.97E-05","0.000246715","7.44E-06","0.149025","0.00178596","0.271631","0.0151328","1.05E-05","0.000335568"
"306.235","0.000196183","0.57704","0.000248365","1.98E-05","0.000246972","7.45E-06","0.148882","0.00178599","0.271592","0.015133","1.05E-05","0.000333771"
"306.417","0.000196175","0.577222","0.000248665","1.98E-05","0.000247231","7.46E-06","0.148738","0.00178601","0.271554","0.0151332","1.05E-05","0.000331977"
"306.6","0.000196167","0.577403","0.000248967","1.98E-05","0.000247491","7.47E-06","0.148595","0.00178603","0.271515","0.0151334","1.05E-05","0.000330185"
"306.782","0.000196159","0.577584","0.000249271","1.98E-05","0.000247753","7.48E-06","0.148452","0.00178606","0.271476","0.0151335","1.05E-05","0.000328397"
"306.965","0.000196151","0.577766","0.000249577","1.98E-05","0.000248016","7.48E-06","0.148309","0.00178608","0.271437","0.0151337","1.05E-05","0.000326611"
"307.147","0.000196143","0.577947","0.000249884","1.99E-05","0.000248281","7.49E-06","0.148166","0.00178611","0.271398","0.0151339","1.05E-05","0.000324828"
"307.33","0.000196136","0.578128","0.000250192","1.99E-05","0.000248547","7.50E-06","0.148024","0.00178613","0.271359","0.0151341","1.05E-05","0.000323048"
"307.512","0.000196128","0.578309","0.000250503","1.99E-05","0.000248815","7.51E-06","0.147881","0.00178615","0.271319","0.0151343","1.05E-05","0.000321272"
"307.695","0.00019612","0.578491","0.000250815","1.99E-05","0.000249085","7.52E-06","0.147739","0.00178618","0.27128","0.0151345","1.05E-05","0.000319498"
"307.877","0.000196113","0.578672","0.000251128","2.00E-05","0.000249356","7.52E-06","0.147597","0.0017862","0.27124","0.0151346","1.05E-05","0.000317727"
"308.06","0.000196105","0.578853","0.000251444","2.00E-05","0.000249629","7.53E-06","0.147455","0.00178622","0.2712","0.0151348","1.05E-05","0.000315959"
"308.242","0.000196098","0.579034","0.000251761","2.00E-05","0.000249903","7.54E-06","0.147313","0.00178625","0.27116","0.015135","1.05E-05","0.000314195"
"308.425","0.00019609","0.579215","0.00025208","2.00E-05","0.000250179","7.55E-06","0.147171","0.00178627","0.27112","0.0151352","1.05E-05","0.000312433"
"308.607","0.000196083","0.579396","0.0002524","2.01E-05","0.000250456","7.56E-06","0.14703","0.0017863","0.27108","0.0151354","1.05E-05","0.000310674"
"308.79","0.000196075","0.579577","0.000252722","2.01E-05","0.000250736","7.57E-06","0.146889","0.00178632","0.271039","0.0151355","1.05E-05","0.000308919"
"308.972","0.000196068","0.579758","0.000253046","2.01E-05","0.000251016","7.58E-06","0.146747","0.00178634","0.270999","0.0151357","1.05E-05","0.000307166"
"309.155","0.000196061","0.579939","0.000253371","2.01E-05","0.000251298","7.58E-06","0.146606","0.00178637","0.270958","0.0151359","1.05E-05","0.000305417"
"309.337","0.000196054","0.580121","0.000253698","2.01E-05","0.000251582","7.59E-06","0.146465","0.00178639","0.270917","0.0151361","1.05E-05","0.00030367"
"309.52","0.000196047","0.580302","0.000254027","2.02E-05","0.000251868","7.60E-06","0.146325","0.00178642","0.270876","0.0151363","1.05E-05","0.000301927"
"309.702","0.00019604","0.580482","0.000254358","2.02E-05","0.000252155","7.61E-06","0.146184","0.00178644","0.270835","0.0151364","1.05E-05","0.000300187"
"309.885","0.000196033","0.580663","0.00025469","2.02E-05","0.000252444","7.62E-06","0.146044","0.00178647","0.270794","0.0151366","1.05E-05","0.00029845"
"310.067","0.000196026","0.580844","0.000255024","2.02E-05","0.000252734","7.63E-06","0.145903","0.00178649","0.270753","0.0151368","1.05E-05","0.000296716"
"310.25","0.000196019","0.581025","0.000255359","2.03E-05","0.000253026","7.64E-06","0.145763","0.00178651","0.270711","0.015137","1.05E-05","0.000294985"
"310.432","0.000196012","0.581206","0.000255697","2.03E-05","0.000253319","7.65E-06","0.145623","0.00178654","0.27067","0.0151372","1.05E-05","0.000293258"
"310.615","0.000196005","0.581387","0.000256036","2.03E-05","0.000253615","7.66E-06","0.145484","0.00178656","0.270628","0.0151374","1.05E-05","0.000291534"
"310.797","0.000195998","0.581568","0.000256377","2.03E-05","0.000253911","7.66E-06","0.145344","0.00178659","0.270586","0.0151375","1.05E-05","0.000289813"
"310.98","0.000195991","0.581749","0.000256719","2.04E-05","0.00025421","7.67E-06","0.145204","0.00178661","0.270544","0.0151377","1.05E-05","0.000288095"
"311.162","0.000195985","0.581929","0.000257064","2.04E-05","0.00025451","7.68E-06","0.145065","0.00178663","0.270502","0.0151379","1.05E-05","0.00028638"
"311.345","0.000195978","0.58211","0.00025741","2.04E-05","0.000254812","7.69E-06","0.144926","0.00178666","0.27046","0.0151381","1.05E-05","0.000284669"
"311.527","0.000195971","0.582291","0.000257758","2.04E-05","0.000255115","7.70E-06","0.144787","0.00178668","0.270418","0.0151383","1.05E-05","0.000282961"
"311.71","0.000195965","0.582472","0.000258107","2.05E-05","0.00025542","7.71E-06","0.144648","0.00178671","0.270375","0.0151385","1.05E-05","0.000281256"
"311.892","0.000195958","0.582652","0.000258459","2.05E-05","0.000255727","7.72E-06","0.144509","0.00178673","0.270333","0.0151386","1.05E-05","0.000279555"
"312.075","0.000195952","0.582833","0.000258812","2.05E-05","0.000256036","7.73E-06","0.144371","0.00178676","0.27029","0.0151388","1.05E-05","0.000277856"
"312.257","0.000195945","0.583014","0.000259167","2.05E-05","0.000256346","7.74E-06","0.144232","0.00178678","0.270247","0.015139","1.05E-05","0.000276162"
"312.44","0.000195939","0.583194","0.000259523","2.06E-05","0.000256658","7.75E-06","0.144094","0.00178681","0.270204","0.0151392","1.05E-05","0.00027447"
"312.622","0.000195933","0.583375","0.000259882","2.06E-05","0.000256971","7.76E-06","0.143956","0.00178683","0.270161","0.0151394","1.05E-05","0.000272782"
"312.805","0.000195926","0.583555","0.000260242","2.06E-05","0.000257286","7.77E-06","0.143818","0.00178686","0.270117","0.0151396","1.05E-05","0.000271097"
"312.987","0.00019592","0.583736","0.000260604","2.07E-05","0.000257603","7.78E-06","0.14368","0.00178688","0.270074","0.0151398","1.05E-05","0.000269416"
"313.17","0.000195914","0.583916","0.000260968","2.07E-05","0.000257922","7.79E-06","0.143542","0.0017869","0.27003","0.0151399","1.05E-05","0.000267738"
"313.352","0.000195908","0.584097","0.000261334","2.07E-05","0.000258242","7.80E-06","0.143405","0.00178693","0.269987","0.0151401","1.05E-05","0.000266063"
"313.535","0.000195902","0.584277","0.000261702","2.07E-05","0.000258564","7.81E-06","0.143267","0.00178695","0.269943","0.0151403","1.05E-05","0.000264392"
"313.717","0.000195896","0.584458","0.000262071","2.08E-05","0.000258888","7.82E-06","0.14313","0.00178698","0.269899","0.0151405","1.05E-05","0.000262725"
"313.9","0.000195889","0.584638","0.000262442","2.08E-05","0.000259213","7.83E-06","0.142993","0.001787","0.269855","0.0151407","1.05E-05","0.00026106"
"314.082","0.000195883","0.584818","0.000262815","2.08E-05","0.00025954","7.84E-06","0.142856","0.00178703","0.269811","0.0151409","1.05E-05","0.0002594"
"314.265","0.000195878","0.584999","0.00026319","2.08E-05","0.000259869","7.85E-06","0.142719","0.00178705","0.269767","0.0151411","1.05E-05","0.000257742"
"314.447","0.000195872","0.585179","0.000263567","2.09E-05","0.0002602","7.86E-06","0.142583","0.00178708","0.269722","0.0151412","1.05E-05","0.000256089"
"314.63","0.000195866","0.585359","0.000263946","2.09E-05","0.000260532","7.87E-06","0.142446","0.0017871","0.269678","0.0151414","1.05E-05","0.000254438"
"314.812","0.00019586","0.58554","0.000264326","2.09E-05","0.000260866","7.88E-06","0.14231","0.00178713","0.269633","0.0151416","1.05E-05","0.000252792"
"314.995","0.000195854","0.58572","0.000264708","2.10E-05","0.000261202","7.89E-06","0.142174","0.00178715","0.269588","0.0151418","1.05E-05","0.000251149"
"315.177","0.000195848","0.5859","0.000265092","2.10E-05","0.00026154","7.90E-06","0.142038","0.00178718","0.269543","0.015142","1.05E-05","0.000249509"
"315.36","0.000195843","0.58608","0.000265479","2.10E-05","0.000261879","7.91E-06","0.141902","0.0017872","0.269498","0.0151422","1.05E-05","0.000247873"
"315.542","0.000195837","0.58626","0.000265866","2.10E-05","0.00026222","7.92E-06","0.141766","0.00178723","0.269453","0.0151424","1.05E-05","0.000246241"
"315.725","0.000195831","0.58644","0.000266256","2.11E-05","0.000262563","7.93E-06","0.14163","0.00178725","0.269408","0.0151426","1.05E-05","0.000244612"
"315.907","0.000195826","0.58662","0.000266648","2.11E-05","0.000262908","7.94E-06","0.141495","0.00178728","0.269362","0.0151428","1.05E-05","0.000242987"
"316.09","0.00019582","0.5868","0.000267042","2.11E-05","0.000263254","7.95E-06","0.14136","0.0017873","0.269317","0.0151429","1.05E-05","0.000241365"
"316.272","0.000195815","0.58698","0.000267437","2.12E-05","0.000263602","7.96E-06","0.141225","0.00178733","0.269271","0.0151431","1.05E-05","0.000239747"
"316.455","0.000195809","0.58716","0.000267835","2.12E-05","0.000263952","7.97E-06","0.14109","0.00178735","0.269225","0.0151433","1.05E-05","0.000238133"
"316.637","0.000195804","0.58734","0.000268234","2.12E-05","0.000264304","7.98E-06","0.140955","0.00178738","0.269179","0.0151435","1.05E-05","0.000236523"
"316.82","0.000195798","0.58752","0.000268635","2.13E-05","0.000264658","7.99E-06","0.14082","0.00178741","0.269133","0.0151437","1.05E-05","0.000234916"
"317.002","0.000195793","0.5877","0.000269039","2.13E-05","0.000265013","8.00E-06","0.140686","0.00178743","0.269087","0.0151439","1.05E-05","0.000233313"
"317.185","0.000195787","0.58788","0.000269444","2.13E-05","0.00026537","8.01E-06","0.140551","0.00178746","0.269041","0.0151441","1.05E-05","0.000231714"
"317.367","0.000195782","0.58806","0.000269851","2.13E-05","0.00026573","8.03E-06","0.140417","0.00178748","0.268994","0.0151443","1.05E-05","0.000230118"
"317.55","0.000195777","0.588239","0.00027026","2.14E-05","0.00026609","8.04E-06","0.140283","0.00178751","0.268948","0.0151445","1.05E-05","0.000228527"
"317.732","0.000195772","0.588419","0.000270671","2.14E-05","0.000266453","8.05E-06","0.140149","0.00178753","0.268901","0.0151447","1.05E-05","0.000226939"
"317.915","0.000195766","0.588599","0.000271084","2.14E-05","0.000266818","8.06E-06","0.140015","0.00178756","0.268854","0.0151448","1.05E-05","0.000225354"
"318.097","0.000195761","0.588779","0.000271499","2.15E-05","0.000267184","8.07E-06","0.139882","0.00178758","0.268808","0.015145","1.05E-05","0.000223774"
"318.28","0.000195756","0.588958","0.000271916","2.15E-05","0.000267552","8.08E-06","0.139748","0.00178761","0.268761","0.0151452","1.05E-05","0.000222198"
"318.462","0.000195751","0.589138","0.000272335","2.15E-05","0.000267922","8.09E-06","0.139615","0.00178763","0.268713","0.0151454","1.05E-05","0.000220625"
"318.645","0.000195746","0.589317","0.000272756","2.16E-05","0.000268294","8.10E-06","0.139482","0.00178766","0.268666","0.0151456","1.05E-05","0.000219056"
"318.827","0.000195741","0.589497","0.000273179","2.16E-05","0.000268668","8.12E-06","0.139349","0.00178769","0.268619","0.0151458","1.05E-05","0.000217491"
"319.01","0.000195736","0.589676","0.000273604","2.16E-05","0.000269044","8.13E-06","0.139216","0.00178771","0.268571","0.015146","1.05E-05","0.000215931"
"319.192","0.000195731","0.589856","0.000274031","2.17E-05","0.000269422","8.14E-06","0.139083","0.00178774","0.268524","0.0151462","1.05E-05","0.000214374"
"319.375","0.000195726","0.590035","0.00027446","2.17E-05","0.000269801","8.15E-06","0.138951","0.00178776","0.268476","0.0151464","1.05E-05","0.00021282"
"319.557","0.000195721","0.590215","0.000274891","2.17E-05","0.000270182","8.16E-06","0.138818","0.00178779","0.268428","0.0151466","1.05E-05","0.000211271"
"319.74","0.000195716","0.590394","0.000275324","2.17E-05","0.000270566","8.17E-06","0.138686","0.00178782","0.26838","0.0151468","1.05E-05","0.000209726"
"319.922","0.000195711","0.590573","0.000275759","2.18E-05","0.000270951","8.18E-06","0.138554","0.00178784","0.268332","0.015147","1.05E-05","0.000208185"
"320.105","0.000195706","0.590753","0.000276196","2.18E-05","0.000271338","8.20E-06","0.138422","0.00178787","0.268284","0.0151472","1.05E-05","0.000206648"
"320.287","0.000195702","0.590932","0.000276635","2.18E-05","0.000271727","8.21E-06","0.13829","0.00178789","0.268236","0.0151473","1.05E-05","0.000205115"
"320.47","0.000195697","0.591111","0.000277076","2.19E-05","0.000272118","8.22E-06","0.138158","0.00178792","0.268187","0.0151475","1.05E-05","0.000203586"
"320.652","0.000195692","0.59129","0.000277519","2.19E-05","0.00027251","8.23E-06","0.138027","0.00178795","0.268139","0.0151477","1.05E-05","0.000202061"
"320.835","0.000195687","0.591469","0.000277965","2.19E-05","0.000272905","8.24E-06","0.137895","0.00178797","0.26809","0.0151479","1.05E-05","0.00020054"
"321.017","0.000195683","0.591649","0.000278412","2.20E-05","0.000273302","8.26E-06","0.137764","0.001788","0.268041","0.0151481","1.05E-05","0.000199023"
"321.2","0.000195678","0.591828","0.000278862","2.20E-05","0.0002737","8.27E-06","0.137633","0.00178802","0.267993","0.0151483","1.05E-05","0.00019751"
"321.382","0.000195674","0.592007","0.000279313","2.20E-05","0.000274101","8.28E-06","0.137502","0.00178805","0.267944","0.0151485","1.05E-05","0.000196001"
"321.565","0.000195669","0.592186","0.000279767","2.21E-05","0.000274504","8.29E-06","0.137371","0.00178808","0.267894","0.0151487","1.05E-05","0.000194497"
"321.747","0.000195664","0.592365","0.000280223","2.21E-05","0.000274908","8.31E-06","0.137241","0.0017881","0.267845","0.0151489","1.05E-05","0.000192997"
"321.93","0.00019566","0.592543","0.000280681","2.21E-05","0.000275315","8.32E-06","0.13711","0.00178813","0.267796","0.0151491","1.05E-05","0.000191501"
"322.112","0.000195655","0.592722","0.000281141","2.22E-05","0.000275723","8.33E-06","0.13698","0.00178816","0.267747","0.0151493","1.05E-05","0.000190009"
"322.295","0.000195651","0.592901","0.000281603","2.22E-05","0.000276133","8.34E-06","0.136849","0.00178818","0.267697","0.0151495","1.05E-05","0.000188521"
"322.477","0.000195647","0.59308","0.000282067","2.23E-05","0.000276546","8.36E-06","0.136719","0.00178821","0.267647","0.0151497","1.05E-05","0.000187038"
"322.66","0.000195642","0.593259","0.000282534","2.23E-05","0.00027696","8.37E-06","0.13659","0.00178824","0.267598","0.0151499","1.05E-05","0.000185558"
"322.842","0.000195638","0.593437","0.000283003","2.23E-05","0.000277377","8.38E-06","0.13646","0.00178826","0.267548","0.0151501","1.05E-05","0.000184084"
"323.025","0.000195633","0.593616","0.000283473","2.24E-05","0.000277795","8.39E-06","0.13633","0.00178829","0.267498","0.0151503","1.05E-05","0.000182613"
"323.207","0.000195629","0.593795","0.000283946","2.24E-05","0.000278215","8.41E-06","0.136201","0.00178832","0.267448","0.0151505","1.05E-05","0.000181147"
"323.39","0.000195625","0.593973","0.000284422","2.24E-05","0.000278638","8.42E-06","0.136071","0.00178834","0.267398","0.0151507","1.05E-05","0.000179685"
"323.572","0.000195621","0.594152","0.000284899","2.25E-05","0.000279062","8.43E-06","0.135942","0.00178837","0.267347","0.0151509","1.05E-05","0.000178227"
"323.755","0.000195616","0.59433","0.000285378","2.25E-05","0.000279489","8.45E-06","0.135813","0.0017884","0.267297","0.0151511","1.05E-05","0.000176774"
"323.937","0.000195612","0.594508","0.00028586","2.25E-05","0.000279917","8.46E-06","0.135684","0.00178842","0.267246","0.0151513","1.05E-05","0.000175325"
"324.12","0.000195608","0.594687","0.000286344","2.26E-05","0.000280348","8.47E-06","0.135555","0.00178845","0.267196","0.0151515","1.05E-05","0.000173881"
"324.302","0.000195604","0.594865","0.00028683","2.26E-05","0.00028078","8.48E-06","0.135427","0.00178848","0.267145","0.0151517","1.05E-05","0.000172441"
"324.485","0.0001956","0.595044","0.000287319","2.26E-05","0.000281215","8.50E-06","0.135298","0.0017885","0.267094","0.0151519","1.05E-05","0.000171005"
"324.667","0.000195596","0.595222","0.000287809","2.27E-05","0.000281652","8.51E-06","0.13517","0.00178853","0.267043","0.0151521","1.05E-05","0.000169574"
"324.85","0.000195591","0.5954","0.000288302","2.27E-05","0.000282091","8.52E-06","0.135042","0.00178856","0.266992","0.0151523","1.05E-05","0.000168147"
"325.032","0.000195587","0.595578","0.000288797","2.28E-05","0.000282532","8.54E-06","0.134914","0.00178858","0.266941","0.0151525","1.05E-05","0.000166725"
"325.215","0.000195583","0.595756","0.000289294","2.28E-05","0.000282975","8.55E-06","0.134786","0.00178861","0.26689","0.0151527","1.05E-05","0.000165308"
