"t","L","S","E","I_S","I_A","H","R","D","V","J","u_L","u_V"
"272.472","0.000199295","0.543226","0.000217014","1.76E-05","0.000222697","6.70E-06","0.178199","0.0017819","0.276146","0.0151005","1.05E-05","0.000703672"
"272.655","0.000199264","0.54341","0.000217067","1.76E-05","0.000222712","6.70E-06","0.178025","0.00178192","0.276136","0.0151007","1.05E-05","0.000701524"
"272.837","0.000199234","0.543594","0.000217122","1.76E-05","0.000222729","6.70E-06","0.177851","0.00178195","0.276126","0.0151009","1.05E-05","0.000699377"
"273.02","0.000199204","0.543778","0.000217177","1.76E-05","0.000222746","6.70E-06","0.177678","0.00178197","0.276115","0.0151011","1.05E-05","0.000697231"
"273.202","0.000199174","0.543962","0.000217234","1.76E-05","0.000222765","6.70E-06","0.177504","0.00178199","0.276105","0.0151012","1.05E-05","0.000695086"
"273.385","0.000199144","0.544146","0.000217292","1.76E-05","0.000222784","6.70E-06","0.177331","0.00178201","0.276094","0.0151014","1.05E-05","0.000692942"
"273.567","0.000199115","0.54433","0.000217351","1.76E-05","0.000222806","6.70E-06","0.177157","0.00178203","0.276083","0.0151016","1.05E-05","0.000690799"
"273.75","0.000199086","0.544514","0.000217412","1.76E-05","0.000222828","6.70E-06","0.176984","0.00178205","0.276072","0.0151018","1.05E-05","0.000688657"
"273.932","0.000199057","0.544698","0.000217473","1.76E-05","0.000222851","6.70E-06","0.176811","0.00178207","0.276061","0.015102","1.05E-05","0.000686517"
"274.115","0.000199028","0.544882","0.000217536","1.76E-05","0.000222876","6.70E-06","0.176639","0.00178209","0.27605","0.0151021","1.05E-05","0.000684378"
"274.297","0.000199","0.545066","0.0002176","1.76E-05","0.000222902","6.70E-06","0.176466","0.00178212","0.276038","0.0151023","1.05E-05","0.00068224"
"274.48","0.000198971","0.54525","0.000217665","1.76E-05","0.000222929","6.71E-06","0.176294","0.00178214","0.276027","0.0151025","1.05E-05","0.000680103"
"274.662","0.000198943","0.545434","0.000217731","1.76E-05","0.000222957","6.71E-06","0.176122","0.00178216","0.276015","0.0151027","1.05E-05","0.000677967"
"274.845","0.000198915","0.545618","0.000217798","1.76E-05","0.000222987","6.71E-06","0.17595","0.00178218","0.276003","0.0151028","1.05E-05","0.000675833"
"275.027","0.000198887","0.545802","0.000217867","1.76E-05","0.000223018","6.71E-06","0.175778","0.0017822","0.275991","0.015103","1.05E-05","0.0006737"
"275.21","0.00019886","0.545986","0.000217937","1.76E-05","0.00022305","6.71E-06","0.175606","0.00178222","0.275978","0.0151032","1.05E-05","0.000671568"
"275.392","0.000198833","0.546169","0.000218008","1.76E-05","0.000223083","6.71E-06","0.175435","0.00178224","0.275966","0.0151034","1.05E-05","0.000669437"
"275.575","0.000198805","0.546353","0.00021808","1.76E-05","0.000223117","6.71E-06","0.175263","0.00178226","0.275953","0.0151036","1.05E-05","0.000667308"
"275.757","0.000198779","0.546537","0.000218153","1.76E-05","0.000223153","6.71E-06","0.175092","0.00178229","0.27594","0.0151037","1.05E-05","0.000665179"
"275.94","0.000198752","0.546721","0.000218228","1.76E-05","0.00022319","6.71E-06","0.174921","0.00178231","0.275927","0.0151039","1.05E-05","0.000663052"
"276.122","0.000198725","0.546905","0.000218303","1.76E-05","0.000223228","6.72E-06","0.17475","0.00178233","0.275914","0.0151041","1.05E-05","0.000660926"
"276.305","0.000198699","0.547089","0.00021838","1.76E-05","0.000223267","6.72E-06","0.17458","0.00178235","0.275901","0.0151043","1.05E-05","0.000658802"
"276.487","0.000198673","0.547272","0.000218458","1.77E-05","0.000223308","6.72E-06","0.174409","0.00178237","0.275888","0.0151044","1.05E-05","0.000656679"
"276.67","0.000198647","0.547456","0.000218538","1.77E-05","0.00022335","6.72E-06","0.174239","0.00178239","0.275874","0.0151046","1.05E-05","0.000654557"
"276.852","0.000198621","0.54764","0.000218618","1.77E-05","0.000223393","6.72E-06","0.174069","0.00178241","0.27586","0.0151048","1.05E-05","0.000652436"
"277.035","0.000198596","0.547824","0.0002187","1.77E-05","0.000223437","6.72E-06","0.173899","0.00178243","0.275846","0.015105","1.05E-05","0.000650316"
"277.217","0.00019857","0.548007","0.000218783","1.77E-05","0.000223482","6.72E-06","0.17373","0.00178246","0.275832","0.0151051","1.05E-05","0.000648198"
"277.4","0.000198545","0.548191","0.000218867","1.77E-05","0.000223529","6.73E-06","0.17356","0.00178248","0.275818","0.0151053","1.05E-05","0.000646081"
"277.582","0.00019852","0.548375","0.000218952","1.77E-05","0.000223577","6.73E-06","0.173391","0.0017825","0.275803","0.0151055","1.05E-05","0.000643966"
"277.765","0.000198495","0.548558","0.000219039","1.77E-05","0.000223626","6.73E-06","0.173221","0.00178252","0.275789","0.0151057","1.05E-05","0.000641852"
"277.947","0.00019847","0.548742","0.000219126","1.77E-05","0.000223676","6.73E-06","0.173052","0.00178254","0.275774","0.0151059","1.05E-05","0.000639739"
"278.13","0.000198446","0.548926","0.000219215","1.77E-05","0.000223727","6.73E-06","0.172884","0.00178256","0.275759","0.015106","1.05E-05","0.000637627"
"278.312","0.000198422","0.549109","0.000219305","1.77E-05","0.00022378","6.73E-06","0.172715","0.00178258","0.275744","0.0151062","1.05E-05","0.000635517"
"278.495","0.000198397","0.549293","0.000219396","1.77E-05","0.000223834","6.74E-06","0.172546","0.00178261","0.275729","0.0151064","1.05E-05","0.000633408"
"278.677","0.000198374","0.549476","0.000219489","1.77E-05","0.000223889","6.74E-06","0.172378","0.00178263","0.275713","0.0151066","1.05E-05","0.000631301"
"278.86","0.00019835","0.54966","0.000219583","1.77E-05","0.000223946","6.74E-06","0.17221","0.00178265","0.275698","0.0151067","1.05E-05","0.000629195"
"279.042","0.000198326","0.549844","0.000219677","1.77E-05","0.000224003","6.74E-06","0.172042","0.00178267","0.275682","0.0151069","1.05E-05","0.00062709"
"279.225","0.000198303","0.550027","0.000219774","1.77E-05","0.000224062","6.74E-06","0.171874","0.00178269","0.275666","0.0151071","1.05E-05","0.000624986"
"279.407","0.000198279","0.550211","0.000219871","1.77E-05","0.000224122","6.74E-06","0.171707","0.00178271","0.27565","0.0151073","1.05E-05","0.000622884"
"279.59","0.000198256","0.550394","0.000219969","1.77E-05","0.000224183","6.75E-06","0.171539","0.00178273","0.275634","0.0151074","1.05E-05","0.000620784"
"279.772","0.000198233","0.550578","0.000220069","1.77E-05","0.000224246","6.75E-06","0.171372","0.00178275","0.275618","0.0151076","1.05E-05","0.000618685"
"279.955","0.000198211","0.550761","0.00022017","1.78E-05","0.000224309","6.75E-06","0.171205","0.00178278","0.275601","0.0151078","1.05E-05","0.000616587"
"280.137","0.000198188","0.550945","0.000220272","1.78E-05","0.000224374","6.75E-06","0.171038","0.0017828","0.275584","0.015108","1.05E-05","0.000614491"
"280.32","0.000198166","0.551128","0.000220375","1.78E-05","0.00022444","6.76E-06","0.170871","0.00178282","0.275567","0.0151081","1.05E-05","0.000612396"
"280.502","0.000198143","0.551311","0.00022048","1.78E-05","0.000224508","6.76E-06","0.170704","0.00178284","0.27555","0.0151083","1.05E-05","0.000610302"
"280.685","0.000198121","0.551495","0.000220586","1.78E-05","0.000224577","6.76E-06","0.170538","0.00178286","0.275533","0.0151085","1.05E-05","0.00060821"
"280.867","0.000198099","0.551678","0.000220693","1.78E-05","0.000224646","6.76E-06","0.170372","0.00178288","0.275516","0.0151087","1.05E-05","0.000606119"
"281.05","0.000198078","0.551862","0.000220801","1.78E-05","0.000224717","6.76E-06","0.170206","0.0017829","0.275498","0.0151088","1.05E-05","0.00060403"
"281.232","0.000198056","0.552045","0.00022091","1.78E-05","0.00022479","6.77E-06","0.17004","0.00178293","0.275481","0.015109","1.05E-05","0.000601943"
"281.415","0.000198034","0.552229","0.000221021","1.78E-05","0.000224863","6.77E-06","0.169874","0.00178295","0.275463","0.0151092","1.05E-05","0.000599856"
"281.597","0.000198013","0.552412","0.000221133","1.78E-05","0.000224938","6.77E-06","0.169708","0.00178297","0.275445","0.0151094","1.05E-05","0.000597772"
"281.78","0.000197992","0.552595","0.000221246","1.78E-05","0.000225014","6.77E-06","0.169543","0.00178299","0.275427","0.0151095","1.05E-05","0.000595688"
"281.962","0.000197971","0.552779","0.00022136","1.78E-05","0.000225091","6.78E-06","0.169378","0.00178301","0.275408","0.0151097","1.05E-05","0.000593607"
"282.145","0.00019795","0.552962","0.000221476","1.78E-05","0.00022517","6.78E-06","0.169213","0.00178303","0.27539","0.0151099","1.05E-05","0.000591526"
"282.327","0.000197929","0.553145","0.000221593","1.78E-05","0.000225249","6.78E-06","0.169048","0.00178305","0.275371","0.0151101","1.05E-05","0.000589448"
"282.51","0.000197909","0.553328","0.000221711","1.79E-05","0.00022533","6.78E-06","0.168883","0.00178308","0.275353","0.0151102","1.05E-05","0.000587371"
"282.692","0.000197888","0.553512","0.00022183","1.79E-05","0.000225413","6.79E-06","0.168719","0.0017831","0.275334","0.0151104","1.05E-05","0.000585295"
"282.875","0.000197868","0.553695","0.000221951","1.79E-05","0.000225496","6.79E-06","0.168554","0.00178312","0.275315","0.0151106","1.05E-05","0.000583221"
"283.057","0.000197848","0.553878","0.000222072","1.79E-05","0.000225581","6.79E-06","0.16839","0.00178314","0.275295","0.0151108","1.05E-05","0.000581148"
"283.24","0.000197828","0.554062","0.000222195","1.79E-05","0.000225666","6.79E-06","0.168226","0.00178316","0.275276","0.0151109","1.05E-05","0.000579077"
"283.422","0.000197808","0.554245","0.000222319","1.79E-05","0.000225754","6.80E-06","0.168062","0.00178318","0.275256","0.0151111","1.05E-05","0.000577008"
"283.605","0.000197789","0.554428","0.000222445","1.79E-05","0.000225842","6.80E-06","0.167899","0.00178321","0.275236","0.0151113","1.05E-05","0.00057494"
"283.787","0.000197769","0.554611","0.000222572","1.79E-05","0.000225932","6.80E-06","0.167735","0.00178323","0.275217","0.0151115","1.05E-05","0.000572874"
"283.97","0.00019775","0.554794","0.000222699","1.79E-05","0.000226022","6.81E-06","0.167572","0.00178325","0.275197","0.0151116","1.05E-05","0.000570809"
"284.152","0.00019773","0.554978","0.000222829","1.79E-05","0.000226115","6.81E-06","0.167409","0.00178327","0.275176","0.0151118","1.05E-05","0.000568746"
"284.335","0.000197711","0.555161","0.000222959","1.79E-05","0.000226208","6.81E-06","0.167246","0.00178329","0.275156","0.015112","1.05E-05","0.000566684"
"284.517","0.000197692","0.555344","0.000223091","1.79E-05","0.000226302","6.81E-06","0.167083","0.00178331","0.275135","0.0151122","1.05E-05","0.000564624"
"284.7","0.000197674","0.555527","0.000223224","1.80E-05","0.000226398","6.82E-06","0.16692","0.00178334","0.275115","0.0151123","1.05E-05","0.000562566"
"284.882","0.000197655","0.55571","0.000223358","1.80E-05","0.000226495","6.82E-06","0.166758","0.00178336","0.275094","0.0151125","1.05E-05","0.000560509"
"285.065","0.000197636","0.555893","0.000223493","1.80E-05","0.000226594","6.82E-06","0.166595","0.00178338","0.275073","0.0151127","1.05E-05","0.000558454"
"285.247","0.000197618","0.556076","0.00022363","1.80E-05","0.000226693","6.83E-06","0.166433","0.0017834","0.275052","0.0151129","1.05E-05","0.000556401"
"285.43","0.0001976","0.556259","0.000223768","1.80E-05","0.000226794","6.83E-06","0.166271","0.00178342","0.27503","0.015113","1.05E-05","0.000554349"
"285.612","0.000197581","0.556442","0.000223907","1.80E-05","0.000226896","6.83E-06","0.166109","0.00178344","0.275009","0.0151132","1.05E-05","0.000552299"
"285.795","0.000197563","0.556625","0.000224047","1.80E-05","0.000227","6.84E-06","0.165948","0.00178346","0.274987","0.0151134","1.05E-05","0.000550251"
"285.977","0.000197545","0.556809","0.000224189","1.80E-05","0.000227104","6.84E-06","0.165786","0.00178349","0.274965","0.0151135","1.05E-05","0.000548204"
"286.16","0.000197528","0.556992","0.000224332","1.80E-05","0.00022721","6.84E-06","0.165625","0.00178351","0.274943","0.0151137","1.05E-05","0.000546159"
"286.342","0.00019751","0.557175","0.000224476","1.80E-05","0.000227317","6.85E-06","0.165464","0.00178353","0.274921","0.0151139","1.05E-05","0.000544116"
"286.525","0.000197493","0.557358","0.000224622","1.81E-05","0.000227426","6.85E-06","0.165303","0.00178355","0.274899","0.0151141","1.05E-05","0.000542075"
"286.707","0.000197475","0.557541","0.000224769","1.81E-05","0.000227535","6.85E-06","0.165142","0.00178357","0.274876","0.0151142","1.05E-05","0.000540035"
"286.89","0.000197458","0.557724","0.000224917","1.81E-05","0.000227646","6.86E-06","0.164981","0.0017836","0.274854","0.0151144","1.05E-05","0.000537997"
"287.072","0.000197441","0.557907","0.000225066","1.81E-05","0.000227758","6.86E-06","0.164821","0.00178362","0.274831","0.0151146","1.05E-05","0.00053596"
"287.255","0.000197424","0.558089","0.000225217","1.81E-05","0.000227872","6.86E-06","0.164661","0.00178364","0.274808","0.0151148","1.05E-05","0.000533926"
"287.437","0.000197407","0.558272","0.000225369","1.81E-05","0.000227987","6.87E-06","0.1645","0.00178366","0.274785","0.0151149","1.05E-05","0.000531893"
"287.62","0.00019739","0.558455","0.000225522","1.81E-05","0.000228103","6.87E-06","0.164341","0.00178368","0.274762","0.0151151","1.05E-05","0.000529862"
"287.802","0.000197373","0.558638","0.000225676","1.81E-05","0.00022822","6.87E-06","0.164181","0.0017837","0.274738","0.0151153","1.05E-05","0.000527832"
"287.985","0.000197357","0.558821","0.000225832","1.81E-05","0.000228338","6.88E-06","0.164021","0.00178373","0.274715","0.0151155","1.05E-05","0.000525805"
"288.167","0.000197341","0.559004","0.000225989","1.81E-05","0.000228458","6.88E-06","0.163862","0.00178375","0.274691","0.0151156","1.05E-05","0.000523779"
"288.35","0.000197324","0.559187","0.000226147","1.82E-05","0.000228579","6.89E-06","0.163702","0.00178377","0.274667","0.0151158","1.05E-05","0.000521755"
"288.532","0.000197308","0.55937","0.000226307","1.82E-05","0.000228702","6.89E-06","0.163543","0.00178379","0.274643","0.015116","1.05E-05","0.000519733"
"288.715","0.000197292","0.559553","0.000226468","1.82E-05","0.000228825","6.89E-06","0.163384","0.00178381","0.274619","0.0151162","1.05E-05","0.000517713"
"288.897","0.000197276","0.559735","0.00022663","1.82E-05","0.00022895","6.90E-06","0.163225","0.00178384","0.274595","0.0151163","1.05E-05","0.000515694"
"289.08","0.00019726","0.559918","0.000226794","1.82E-05","0.000229076","6.90E-06","0.163067","0.00178386","0.27457","0.0151165","1.05E-05","0.000513677"
"289.262","0.000197245","0.560101","0.000226958","1.82E-05","0.000229204","6.90E-06","0.162908","0.00178388","0.274546","0.0151167","1.05E-05","0.000511663"
"289.445","0.000197229","0.560284","0.000227125","1.82E-05","0.000229333","6.91E-06","0.16275","0.0017839","0.274521","0.0151168","1.05E-05","0.00050965"
"289.627","0.000197213","0.560467","0.000227292","1.82E-05","0.000229463","6.91E-06","0.162592","0.00178392","0.274496","0.015117","1.05E-05","0.000507639"
"289.81","0.000197198","0.560649","0.000227461","1.82E-05","0.000229594","6.92E-06","0.162434","0.00178394","0.274471","0.0151172","1.05E-05","0.000505629"
"289.992","0.000197183","0.560832","0.000227631","1.83E-05","0.000229727","6.92E-06","0.162276","0.00178397","0.274445","0.0151174","1.05E-05","0.000503622"
"290.175","0.000197168","0.561015","0.000227802","1.83E-05","0.000229861","6.93E-06","0.162119","0.00178399","0.27442","0.0151175","1.05E-05","0.000501617"
"290.357","0.000197153","0.561198","0.000227975","1.83E-05","0.000229996","6.93E-06","0.161961","0.00178401","0.274394","0.0151177","1.05E-05","0.000499613"
"290.54","0.000197138","0.56138","0.000228149","1.83E-05","0.000230132","6.93E-06","0.161804","0.00178403","0.274369","0.0151179","1.05E-05","0.000497612"
"290.722","0.000197123","0.561563","0.000228324","1.83E-05","0.00023027","6.94E-06","0.161647","0.00178405","0.274343","0.0151181","1.05E-05","0.000495612"
"290.905","0.000197108","0.561746","0.000228501","1.83E-05","0.000230409","6.94E-06","0.16149","0.00178408","0.274317","0.0151182","1.05E-05","0.000493614"
"291.087","0.000197094","0.561928","0.000228679","1.83E-05","0.00023055","6.95E-06","0.161333","0.0017841","0.274291","0.0151184","1.05E-05","0.000491618"
"291.27","0.000197079","0.562111","0.000228858","1.83E-05","0.000230691","6.95E-06","0.161176","0.00178412","0.274264","0.0151186","1.05E-05","0.000489625"
"291.452","0.000197065","0.562294","0.000229039","1.84E-05","0.000230834","6.96E-06","0.16102","0.00178414","0.274238","0.0151188","1.05E-05","0.000487633"
"291.635","0.00019705","0.562476","0.000229221","1.84E-05","0.000230979","6.96E-06","0.160863","0.00178416","0.274211","0.0151189","1.05E-05","0.000485643"
"291.817","0.000197036","0.562659","0.000229404","1.84E-05","0.000231124","6.96E-06","0.160707","0.00178419","0.274184","0.0151191","1.05E-05","0.000483655"
"292","0.000197022","0.562842","0.000229588","1.84E-05","0.000231271","6.97E-06","0.160551","0.00178421","0.274157","0.0151193","1.05E-05","0.000481669"
"292.182","0.000197008","0.563024","0.000229774","1.84E-05","0.000231419","6.97E-06","0.160395","0.00178423","0.27413","0.0151195","1.05E-05","0.000479685"
"292.365","0.000196994","0.563207","0.000229962","1.84E-05","0.000231569","6.98E-06","0.16024","0.00178425","0.274103","0.0151196","1.05E-05","0.000477703"
"292.547","0.00019698","0.563389","0.00023015","1.84E-05","0.00023172","6.98E-06","0.160084","0.00178428","0.274075","0.0151198","1.05E-05","0.000475723"
"292.73","0.000196967","0.563572","0.00023034","1.84E-05","0.000231872","6.99E-06","0.159929","0.0017843","0.274048","0.01512","1.05E-05","0.000473745"
"292.912","0.000196953","0.563755","0.000230532","1.85E-05","0.000232026","6.99E-06","0.159774","0.00178432","0.27402","0.0151201","1.05E-05","0.000471769"
"293.095","0.00019694","0.563937","0.000230724","1.85E-05","0.000232181","7.00E-06","0.159619","0.00178434","0.273992","0.0151203","1.05E-05","0.000469796"
"293.277","0.000196926","0.56412","0.000230918","1.85E-05","0.000232337","7.00E-06","0.159464","0.00178436","0.273964","0.0151205","1.05E-05","0.000467824"
"293.46","0.000196913","0.564302","0.000231114","1.85E-05","0.000232494","7.01E-06","0.159309","0.00178439","0.273936","0.0151207","1.05E-05","0.000465854"
"293.642","0.0001969","0.564485","0.000231311","1.85E-05","0.000232653","7.01E-06","0.159155","0.00178441","0.273908","0.0151208","1.05E-05","0.000463887"
"293.825","0.000196887","0.564667","0.000231509","1.85E-05","0.000232813","7.02E-06","0.159","0.00178443","0.273879","0.015121","1.05E-05","0.000461921"
"294.007","0.000196874","0.56485","0.000231708","1.85E-05","0.000232975","7.02E-06","0.158846","0.00178445","0.27385","0.0151212","1.05E-05","0.000459958"
"294.19","0.000196861","0.565032","0.000231909","1.86E-05","0.000233138","7.03E-06","0.158692","0.00178447","0.273822","0.0151214","1.05E-05","0.000457997"
"294.372","0.000196848","0.565214","0.000232112","1.86E-05","0.000233302","7.03E-06","0.158538","0.0017845","0.273793","0.0151215","1.05E-05","0.000456037"
"294.555","0.000196835","0.565397","0.000232315","1.86E-05","0.000233467","7.04E-06","0.158385","0.00178452","0.273764","0.0151217","1.05E-05","0.00045408"
"294.737","0.000196822","0.565579","0.00023252","1.86E-05","0.000233634","7.04E-06","0.158231","0.00178454","0.273734","0.0151219","1.05E-05","0.000452126"
"294.92","0.00019681","0.565762","0.000232727","1.86E-05","0.000233802","7.05E-06","0.158078","0.00178456","0.273705","0.0151221","1.05E-05","0.000450173"
"295.102","0.000196797","0.565944","0.000232934","1.86E-05","0.000233972","7.05E-06","0.157925","0.00178459","0.273675","0.0151222","1.05E-05","0.000448222"
"295.285","0.000196785","0.566126","0.000233144","1.86E-05","0.000234143","7.06E-06","0.157772","0.00178461","0.273646","0.0151224","1.05E-05","0.000446274"
"295.467","0.000196773","0.566309","0.000233354","1.87E-05","0.000234315","7.06E-06","0.157619","0.00178463","0.273616","0.0151226","1.05E-05","0.000444328"
"295.65","0.00019676","0.566491","0.000233566","1.87E-05","0.000234489","7.07E-06","0.157466","0.00178465","0.273586","0.0151228","1.05E-05","0.000442384"
"295.832","0.000196748","0.566673","0.000233779","1.87E-05","0.000234664","7.07E-06","0.157313","0.00178468","0.273555","0.0151229","1.05E-05","0.000440442"
"296.015","0.000196736","0.566856","0.000233994","1.87E-05","0.00023484","7.08E-06","0.157161","0.0017847","0.273525","0.0151231","1.05E-05","0.000438502"
"296.197","0.000196724","0.567038","0.00023421","1.87E-05","0.000235018","7.08E-06","0.157009","0.00178472","0.273495","0.0151233","1.05E-05","0.000436565"
"296.38","0.000196712","0.56722","0.000234428","1.87E-05","0.000235197","7.09E-06","0.156857","0.00178474","0.273464","0.0151235","1.05E-05","0.00043463"
"296.562","0.000196701","0.567403","0.000234647","1.88E-05","0.000235377","7.10E-06","0.156705","0.00178477","0.273433","0.0151236","1.05E-05","0.000432697"
"296.745","0.000196689","0.567585","0.000234867","1.88E-05","0.000235559","7.10E-06","0.156553","0.00178479","0.273402","0.0151238","1.05E-05","0.000430767"
"296.927","0.000196677","0.567767","0.000235089","1.88E-05","0.000235742","7.11E-06","0.156401","0.00178481","0.273371","0.015124","1.05E-05","0.000428838"
"297.11","0.000196666","0.567949","0.000235312","1.88E-05","0.000235927","7.11E-06","0.15625","0.00178483","0.27334","0.0151242","1.05E-05","0.000426912"
"297.292","0.000196654","0.568132","0.000235537","1.88E-05","0.000236113","7.12E-06","0.156099","0.00178486","0.273309","0.0151243","1.05E-05","0.000424989"
"297.475","0.000196643","0.568314","0.000235763","1.88E-05","0.0002363","7.12E-06","0.155948","0.00178488","0.273277","0.0151245","1.05E-05","0.000423067"
"297.657","0.000196632","0.568496","0.000235991","1.89E-05","0.000236489","7.13E-06","0.155797","0.0017849","0.273245","0.0151247","1.05E-05","0.000421148"
"297.84","0.000196621","0.568678","0.00023622","1.89E-05","0.000236679","7.14E-06","0.155646","0.00178492","0.273214","0.0151249","1.05E-05","0.000419231"
"298.022","0.00019661","0.56886","0.00023645","1.89E-05","0.00023687","7.14E-06","0.155495","0.00178495","0.273182","0.015125","1.05E-05","0.000417317"
"298.205","0.000196598","0.569042","0.000236682","1.89E-05","0.000237063","7.15E-06","0.155345","0.00178497","0.27315","0.0151252","1.05E-05","0.000415405"
"298.387","0.000196588","0.569224","0.000236915","1.89E-05","0.000237257","7.15E-06","0.155195","0.00178499","0.273117","0.0151254","1.05E-05","0.000413495"
"298.57","0.000196577","0.569407","0.00023715","1.89E-05","0.000237453","7.16E-06","0.155044","0.00178501","0.273085","0.0151256","1.05E-05","0.000411587"
"298.752","0.000196566","0.569589","0.000237386","1.90E-05","0.00023765","7.17E-06","0.154894","0.00178504","0.273052","0.0151257","1.05E-05","0.000409682"
"298.935","0.000196555","0.569771","0.000237624","1.90E-05","0.000237848","7.17E-06","0.154745","0.00178506","0.27302","0.0151259","1.05E-05","0.00040778"
"299.117","0.000196544","0.569953","0.000237863","1.90E-05","0.000238048","7.18E-06","0.154595","0.00178508","0.272987","0.0151261","1.05E-05","0.00040588"
"299.3","0.000196534","0.570135","0.000238103","1.90E-05","0.00023825","7.18E-06","0.154445","0.00178511","0.272954","0.0151263","1.05E-05","0.000403982"
"299.482","0.000196523","0.570317","0.000238345","1.90E-05","0.000238452","7.19E-06","0.154296","0.00178513","0.272921","0.0151264","1.05E-05","0.000402087"
"299.665","0.000196513","0.570499","0.000238589","1.90E-05","0.000238656","7.20E-06","0.154147","0.00178515","0.272887","0.0151266","1.05E-05","0.000400194"
"299.847","0.000196503","0.570681","0.000238834","1.91E-05","0.000238862","7.20E-06","0.153998","0.00178517","0.272854","0.0151268","1.05E-05","0.000398303"
"300.03","0.000196492","0.570863","0.00023908","1.91E-05","0.000239069","7.21E-06","0.153849","0.0017852","0.27282","0.015127","1.05E-05","0.000396415"
"300.212","0.000196482","0.571045","0.000239328","1.91E-05","0.000239277","7.22E-06","0.1537","0.00178522","0.272786","0.0151271","1.05E-05","0.00039453"
"300.395","0.000196472","0.571227","0.000239578","1.91E-05","0.000239487","7.22E-06","0.153552","0.00178524","0.272753","0.0151273","1.05E-05","0.000392646"
"300.577","0.000196462","0.571409","0.000239828","1.91E-05","0.000239698","7.23E-06","0.153403","0.00178527","0.272718","0.0151275","1.05E-05","0.000390766"
"300.76","0.000196452","0.571591","0.000240081","1.91E-05","0.000239911","7.24E-06","0.153255","0.00178529","0.272684","0.0151277","1.05E-05","0.000388888"
"300.942","0.000196442","0.571773","0.000240335","1.92E-05","0.000240125","7.24E-06","0.153107","0.00178531","0.27265","0.0151278","1.05E-05","0.000387012"
"301.125","0.000196432","0.571954","0.00024059","1.92E-05","0.00024034","7.25E-06","0.152959","0.00178533","0.272616","0.015128","1.05E-05","0.000385139"
"301.307","0.000196422","0.572136","0.000240847","1.92E-05","0.000240557","7.26E-06","0.152811","0.00178536","0.272581","0.0151282","1.05E-05","0.000383269"
"301.49","0.000196413","0.572318","0.000241105","1.92E-05","0.000240776","7.26E-06","0.152664","0.00178538","0.272546","0.0151284","1.05E-05","0.000381401"
"301.672","0.000196403","0.5725","0.000241365","1.92E-05","0.000240996","7.27E-06","0.152516","0.0017854","0.272511","0.0151286","1.05E-05","0.000379536"
"301.855","0.000196393","0.572682","0.000241627","1.93E-05","0.000241217","7.28E-06","0.152369","0.00178543","0.272476","0.0151287","1.05E-05","0.000377673"
"302.037","0.000196384","0.572864","0.000241889","1.93E-05","0.00024144","7.28E-06","0.152222","0.00178545","0.272441","0.0151289","1.05E-05","0.000375813"
"302.22","0.000196374","0.573045","0.000242154","1.93E-05","0.000241664","7.29E-06","0.152075","0.00178547","0.272406","0.0151291","1.05E-05","0.000373955"
"302.402","0.000196365","0.573227","0.00024242","1.93E-05","0.000241889","7.30E-06","0.151928","0.0017855","0.27237","0.0151293","1.05E-05","0.0003721"
"302.585","0.000196356","0.573409","0.000242687","1.93E-05","0.000242117","7.30E-06","0.151782","0.00178552","0.272335","0.0151294","1.05E-05","0.000370248"
"302.767","0.000196347","0.573591","0.000242956","1.94E-05","0.000242345","7.31E-06","0.151635","0.00178554","0.272299","0.0151296","1.05E-05","0.000368398"
"302.95","0.000196337","0.573772","0.000243227","1.94E-05","0.000242575","7.32E-06","0.151489","0.00178557","0.272263","0.0151298","1.05E-05","0.000366551"
"303.132","0.000196328","0.573954","0.000243499","1.94E-05","0.000242807","7.32E-06","0.151343","0.00178559","0.272227","0.01513","1.05E-05","0.000364707"
"303.315","0.000196319","0.574136","0.000243773","1.94E-05","0.00024304","7.33E-06","0.151197","0.00178561","0.272191","0.0151302","1.05E-05","0.000362865"
"303.497","0.00019631","0.574317","0.000244048","1.94E-05","0.000243274","7.34E-06","0.151051","0.00178564","0.272154","0.0151303","1.05E-05","0.000361026"
"303.68","0.000196301","0.574499","0.000244325","1.95E-05","0.00024351","7.35E-06","0.150905","0.00178566","0.272118","0.0151305","1.05E-05","0.000359189"
"303.862","0.000196292","0.574681","0.000244603","1.95E-05","0.000243748","7.35E-06","0.150759","0.00178568","0.272081","0.0151307","1.05E-05","0.000357356"
"304.045","0.000196284","0.574862","0.000244883","1.95E-05","0.000243987","7.36E-06","0.150614","0.00178571","0.272044","0.0151309","1.05E-05","0.000355525"
"304.227","0.000196275","0.575044","0.000245164","1.95E-05","0.000244227","7.37E-06","0.150469","0.00178573","0.272007","0.015131","1.05E-05","0.000353697"
"304.41","0.000196266","0.575226","0.000245447","1.95E-05","0.000244469","7.38E-06","0.150324","0.00178575","0.27197","0.0151312","1.05E-05","0.000351871"
"304.592","0.000196258","0.575407","0.000245732","1.96E-05","0.000244713","7.38E-06","0.150179","0.00178578","0.271933","0.0151314","1.05E-05","0.000350049"
"304.775","0.000196249","0.575589","0.000246018","1.96E-05","0.000244958","7.39E-06","0.150034","0.0017858","0.271896","0.0151316","1.05E-05","0.000348229"
"304.957","0.000196241","0.57577","0.000246306","1.96E-05","0.000245204","7.40E-06","0.149889","0.00178582","0.271858","0.0151318","1.05E-05","0.000346412"
